test output
1
Daikiti,12.26728
1
Suekiti,8.841398
1
Daidaikiti,9.477438
1
Daikiti,10.25982
1
Chukiti,6.475817
1
Chukiti,7.004999
1
Daidaikiti,14.15221
1
Kyou,8.748391
1
Chukiti,8.625133
1
Shoukiti,6.373656
1
Shoukiti,6.686221
1
Suekiti,7.411794
Kiti,19.93461
Kyou,12.28426
Daikyou,22.26859
